train_loss,valid_loss,train_acc,valid_acc
3.135362240306118,2.698991273666595,0.5350877046585083,0.5174825191497803
2.3309038647434166,1.9579911198649373,0.5456140637397766,0.5489510297775269
1.6977509929422747,1.4586368857563792,0.5473684072494507,0.5419580340385437
1.3300230544910097,1.1590407036401176,0.5771929621696472,0.632867157459259
1.1274709962961966,0.975534447423228,0.6271929740905762,0.6538461446762085
1.0059381017559452,0.8374908512288873,0.6342105269432068,0.6678321957588196
0.9220862378153885,0.7435762398726457,0.6543859839439392,0.6818181872367859
0.8541864480888635,0.6755506208726576,0.6728070378303528,0.692307710647583
0.8036785512639765,0.6303291879333817,0.6771929860115051,0.688811182975769
0.7622503376843637,0.5929529816954286,0.6885964870452881,0.7097902297973633
0.7271141242562679,0.5590231722885078,0.7070175409317017,0.7132866978645325
0.7028478221935138,0.5397738785176844,0.6912280917167664,0.7237762212753296
0.6655849092885068,0.5276680088543392,0.6929824352264404,0.7167832255363464
0.6386656719341612,0.5176973980623525,0.7149122953414917,0.7272727489471436
0.6213438123987433,0.5133831071686912,0.7035087943077087,0.7342657446861267
0.6013681365732562,0.5017754197954298,0.7175438404083252,0.7307692170143127
0.5905192201597649,0.4969601185171754,0.7140350937843323,0.7447552680969238
0.5750282668230826,0.49262082743477986,0.722806990146637,0.7447552680969238
0.5632247632009941,0.49035685670959367,0.7342105507850647,0.748251736164093
0.5548840489303857,0.48521811853755603,0.7350876927375793,0.751748263835907
0.5483389261521792,0.48099360224250315,0.7289473414421082,0.7552447319030762
0.5422698071128443,0.48161648411850827,0.7447368502616882,0.7622377872467041
0.5363815714392746,0.47836190462112427,0.75,0.7692307829856873
0.5354726392971841,0.4801152832024581,0.7473683953285217,0.7657342553138733
0.5341652634373882,0.4753498739295906,0.7464912533760071,0.7692307829856873
0.5275674838768808,0.46756865302999534,0.7464912533760071,0.7832167744636536
0.527543947884911,0.4744746497461012,0.74210524559021,0.7832167744636536
0.5222187188633701,0.4633481123230674,0.7438596487045288,0.807692289352417
0.522566064407951,0.4586294901954544,0.7570175528526306,0.807692289352417
0.5184473667228431,0.45706884510867246,0.7666666507720947,0.7902097702026367
0.5165331510075352,0.45620462360915603,0.7543859481811523,0.7867133021354675
0.5249540262054979,0.4536712657321583,0.7464912533760071,0.8006992936134338
0.5140075014348615,0.45364942709049144,0.75789475440979,0.7867133021354675
0.5107795930745309,0.44938569969230596,0.7622807025909424,0.7937062978744507
0.5107804683216831,0.4472416235016776,0.75789475440979,0.7937062978744507
0.5073956983131275,0.44720329354693006,0.7596490979194641,0.7867133021354675
0.5082507708616424,0.445368561294529,0.7605262994766235,0.7972028255462646
0.5064911565236878,0.4443181403033383,0.7657894492149353,0.7937062978744507
0.5040923231526425,0.4517312045697566,0.7596490979194641,0.7832167744636536
0.5023173496388552,0.4423296951747441,0.7657894492149353,0.7972028255462646
0.4982347807340455,0.44530850607198436,0.7719298005104065,0.7902097702026367
0.4983778951460855,0.43772114615340335,0.7745614051818848,0.7902097702026367
0.4990995076664707,0.4382705159120626,0.7763158082962036,0.807692289352417
0.4957686192110965,0.43717748010075175,0.769298255443573,0.7972028255462646
0.49434701601664227,0.43626902445212945,0.7763158082962036,0.7972028255462646
0.49194761587862385,0.44065158392165926,0.7780701518058777,0.8041958212852478
0.48999833119542974,0.4342477154898477,0.7798245549201965,0.8041958212852478
0.4882892882614805,0.43365123680421525,0.7719298005104065,0.8041958212852478
0.48902813488977,0.43260065283808674,0.7789473533630371,0.8041958212852478
0.48795821792200994,0.4424230952362914,0.7824561595916748,0.8041958212852478
0.48498669580409404,0.4311320210670258,0.7745614051818848,0.807692289352417
0.487518614844272,0.42927553395291307,0.7815789580345154,0.8041958212852478
0.4881204920902587,0.42762454031230684,0.7815789580345154,0.811188817024231
0.4860390513612513,0.42974865561598663,0.7780701518058777,0.8041958212852478
0.4825871252177054,0.4323036295550686,0.7859649062156677,0.8041958212852478
0.48287337286430493,0.4255155362449326,0.7842105031013489,0.811188817024231
0.4832069581015068,0.4248585805192694,0.7912280559539795,0.811188817024231
0.47922154058489885,0.43293387156266433,0.7921052575111389,0.811188817024231
0.48097270518018487,0.42354622337367986,0.7824561595916748,0.8181818127632141
0.47820150643064263,0.4318277531570488,0.7833333611488342,0.8041958212852478
0.4800420037487097,0.4269121760254973,0.7868421077728271,0.811188817024231
0.4769608629377265,0.4243100373061387,0.7894737124443054,0.8041958212852478
0.47751936787053156,0.4217347360991098,0.7780701518058777,0.8041958212852478
0.47902056522536696,0.4216761476510055,0.7903508543968201,0.8041958212852478
0.47729766578005073,0.4194390111036234,0.7850877046585083,0.8251748085021973
0.47481229483035575,0.4223576838319952,0.7903508543968201,0.811188817024231
0.47525706259827866,0.4238655129512707,0.7842105031013489,0.8146852850914001
0.4742872924135442,0.4192354799984218,0.788596510887146,0.811188817024231
0.4767538983570902,0.4213318287075816,0.7833333611488342,0.8181818127632141
0.47442422310511273,0.41833616345078795,0.7868421077728271,0.8146852850914001
0.4717113563888951,0.41627391693475363,0.7833333611488342,0.811188817024231
0.47098651476073683,0.41542518889153757,0.7868421077728271,0.8146852850914001
0.47168785804196406,0.4175012682701324,0.7815789580345154,0.8146852850914001
0.4703653412952758,0.41398529281149377,0.7868421077728271,0.8181818127632141
0.4697293681010865,0.41695556565598174,0.7877193093299866,0.8146852850914001
0.46982775445570024,0.41248647941576017,0.7824561595916748,0.8216783404350281
0.47434948306334646,0.41713284820943447,0.800000011920929,0.8146852850914001
0.46739382492868525,0.41509873508573414,0.7894737124443054,0.8146852850914001
0.46754988557414007,0.41195475930100556,0.7877193093299866,0.8146852850914001
0.4688577636292106,0.4175681280089425,0.7868421077728271,0.811188817024231
0.4679565994363082,0.4160757498307662,0.7842105031013489,0.8146852850914001
0.47018111902370785,0.41371327763670807,0.7824561595916748,0.811188817024231
0.4688535473848644,0.4099945934502395,0.788596510887146,0.8181818127632141
0.4672692151446092,0.4098874401379298,0.7868421077728271,0.8181818127632141
0.4667271950788665,0.42261551685266563,0.7982456088066101,0.8146852850914001
0.47013743613895614,0.41482247089172575,0.7833333611488342,0.8181818127632141
0.4651588577973215,0.41080059246583417,0.7903508543968201,0.8146852850914001
0.46633695928673996,0.40881249454471613,0.7903508543968201,0.8181818127632141
0.4636304320996268,0.40713313951358926,0.7912280559539795,0.8181818127632141
0.46633013194067435,0.4059492416315145,0.7921052575111389,0.8181818127632141
0.4644734964036105,0.4086316578038089,0.7947368621826172,0.8146852850914001
0.46430753720434087,0.4073964428234767,0.7894737124443054,0.8216783404350281
0.4641531067982055,0.415325416968419,0.7868421077728271,0.8251748085021973
0.46334170144900944,0.4045604771667427,0.7850877046585083,0.8146852850914001
0.4622402572840975,0.4086567759513855,0.7903508543968201,0.8216783404350281
0.46002443526920517,0.40389780773149503,0.7850877046585083,0.8146852850914001
0.4655293837973946,0.4080083449403723,0.7850877046585083,0.8181818127632141
0.46169745608379964,0.4048636001306814,0.7894737124443054,0.8286713361740112
0.4634420777622022,0.40927165746688843,0.7929824590682983,0.8216783404350281
0.46397691912818373,0.41169350005529975,0.7789473533630371,0.8216783404350281
